file,noun,verb,condition,sequence,talker,padding,text,translation,comment_padding,comment_text
1.msg,1,0,0,23,4,00000001,"""Salmon Chanted Evening"" and ""Like a Sturgeon."" ","""ערב שירת סלמון"" ו""כמו חדקן"".",,
1.msg,1,0,0,24,4,00000001,"""Did you hear about the humpback who left his wife? She eventually got remarried, though.""  ",שמעת על הלוויתן שנפרד מאשתו? היא התחתנה שוב.,,
1.msg,1,0,0,25,4,00000001,"""Yup. She finally decided she was tired of blubbering over a whale!""  ",יאפ. היא החליטה שנמאס לה להתקשקש על לוויתן!,,
1.msg,1,0,0,26,4,00000001,"""Did you hear the one about the two octopusses who got married and walked down the aisle arm in arm in arm in arm in arm in arm in arm in arm?""  ",שמעת על שני התמנונים שהתחתנו ופסעו אל החופה זרוע בזרוע בזרוע בזרוע בזרוע בזרוע בזרוע בזרוע?,,
1.msg,1,0,0,27,4,00000001,"""Really?""",באמת?,,
1.msg,1,0,0,28,4,00000001,"""Did you hear about the salmon who couldn't understand a word you'd say?""",שמעת על הסלמון שלא ראה שום דבר?,,
1.msg,1,0,0,29,4,00000001,"""He was hard of herring!""",העיניים שלו היו טרוטות!,,
1.msg,1,0,0,30,4,00000001,"""Sometimes we have concerts in Eluria."" ",לפעמים יש לנו קונצרטים באלוריה.,,
1.msg,1,0,0,31,4,00000001,"""Oh, I like to perch in the second roe!"" ","קרוב ליציאה, כדי שאוכל להגיע מהר לאיפה שמשתין הדג!",,
1.msg,1,0,0,32,4,00000001,"""I know what we should do with Flesh-Eater!"" ",אני יודע מה אנחנו צריכים לעשות עם אוכל-בשר!,,
1.msg,1,0,0,33,4,00000001,"""If we can't convince him to change his ways, then we'll give him Shark Therapy!""","אם אנחנו לא יכולים לשכנע אותו לשנות את דרכו, אולי נעזר בדגים. זה יהיה טיפול באלם.",,
1.msg,1,0,0,34,4,00000001,"""Did you hear about the fisherman who caught two fish and had them for dinner?""",שמעת על הדייג שתפס שני דגים ואכל אותם לארוחת הערב?,,
1.msg,1,0,0,35,4,00000001,"""He got real sick.""",הוא הרגיש ממש לא טוב.,,
1.msg,1,0,0,36,4,00000001,"""Because he ate Sam and Ella!""",כי הוא אכל את סאלם ונלה!,,
3.msg,2,0,0,1,99,00000000,   ,,,
3.msg,1,0,1,1,99,00000000,"Adam is carrying one of Epidermis' shells. It's a small, sharp shell - as sharp as the diving knife Adam's father usually carries. ",אדם נושא את אחת הצדפות של אפידרמיס. זו צדפה קטנה וחדה - חדה כמו סכין הצלילה שאביו של אדם מחזיק בדרך כלל.,,
3.msg,1,0,1,2,99,00000000,There's no reason to cut that with the sharp shell.,אין צורך לחתוך את זה עם הצדפה החדה.,,
3.msg,1,0,1,3,99,00000000,Watch out for the shell's sharp edge!,שים לב לקצה החד של הצדפה!,,
3.msg,1,0,1,4,99,00000000,Adam's carrying one of Olympia's lionfish spines. The spines contain a powerful poison that will kill smaller fish but probably only stun large sea creatures. ,אדם נושא את אחד מקוצי הזהרונית אולימפיה. הקוץ מכיל רעל חזק שיפגע בדג קטן אבל כנראה רק יהמם יצור מימי גדול.,,
3.msg,1,0,1,5,99,00000000,Adam knows better than to play with that poisonous lionfish spine! ,אדם יודע שלא כדאי לשחק עם הקוץ הרעיל של הזהרון! ,,
3.msg,1,0,1,6,99,00000000,There's no reason to do that.,אין סיבה לעשות את זה.,,
3.msg,1,0,1,7,99,00000000,Adam's carrying a nice roomy shell.,אדם נושא צדף יפה ומרווח.,,
3.msg,1,0,1,8,99,00000000,The shell is nice and clean.,הצדף יפה ונקי.,,
3.msg,1,0,1,9,99,00000000,The shell is covered with oil and tar. Yuck! ,הצדף מכוסה בנפט וזפת. איכס!,,
3.msg,1,0,1,10,99,00000000,Adam can't clean off the oil and tar with his hands!,אדם לא יכול לנקות את הנפט והזפת עם הידיים שלו!,,
3.msg,1,0,1,11,99,00000000,The shell is already clean.,הצדף כבר דיי נקי.,,
3.msg,1,0,1,12,99,00000000,Adam attaches the four screws to the steel cage.,אדם מחבר את ארבעת הברגים לכלוב הפלדה.,,
3.msg,1,0,1,13,99,00000000,The cable is too thin to hold the transmitter. ,הכבל דק מכדי להחזיק את המשדר.,,
3.msg,1,0,1,14,99,00000000,Adam attaches the float to the cable. He now has a working buoy.   ,אדם מחבר את המצוף לכבל. יש לו עכשיו מצוף מתפקד.,,
3.msg,1,0,1,15,99,00000000,The cable can't be attached to that.   ,הכבל לא יכול להיות מחובר לזה.,,
3.msg,1,0,1,16,99,00000000,Adam fixes the sonar transmitter to the float.   ,אדם  מחבר את המשדר הסונרי למצוף.,,
3.msg,1,0,1,17,99,00000000,That won't work with the float.   ,זה לא יעבוד עם הצף.,,
3.msg,1,0,1,18,99,00000000,Adam tries to stuff himself into the garbage bag but thinks better of it! ,אדם מנסה לדחוס את עצמו אל שקית האשפה אבל חושב שוב!,,
3.msg,1,0,1,19,99,00000000,Adam doesn't need to breathe through the airtanks yet.   ,אדם עדיין לא צריך לנשום דרך מכל החמצן.,,
3.msg,1,0,1,20,99,00000000,There's no time to talk to Delphineus now. ,אין סיבה לדבר עם דלפיניוס כרגע.,,
3.msg,1,0,1,21,99,00000000,It's not the key which needs oiling. ,זה לא המפתח שצריך לשמן.,,
3.msg,1,0,1,22,99,00000000,"The clear glass jar is now open. It's still empty, though.  ",צנצנת הזכוכית פתוחה כעת. אבל היא עדיין ריקה.,,
3.msg,1,0,1,24,99,00000000,The jar glows with the flashlight fish's light. ,צנצנת הזכוכית זוהרת לאורו של דג הפנס.,,
3.msg,1,0,1,25,99,00000000,Adam is carrying a clear glass jar. There's a lid on the jar.   ,אדם נושא צנצנת זכוכית. הצנצנת סגורה במכסה.,,
3.msg,1,0,1,26,99,00000000,The lid of the jar has already been removed!  ,מכסה הצנצנת כבר הוסר!,,
3.msg,1,0,1,28,99,00000000,"Adam can't look at the scroll right now, he's busy. Try again later.  ","אדם לא יכול להסתכל על המגילה כעת, הוא עסוק. נסו שוב לאחר מכן.",,
3.msg,1,0,1,30,99,00000000,Adam struggles to remove the lid of the jar but it's stuck on fast! It will take a stronger grip than Adam's to remove that lid. ,אדם נאבק להסיר את מכסה הצנצנת אבל היא תקועה היטב! תדרש אחיזה חזקה משל אדם כדי לפתוח את הצנצנת.,,
3.msg,1,0,1,31,99,00000000,Adam's picked up an empty soda can. It's made of aluminum and is recyclable. ,אדם הרים פחית שתייה. היא עשוייה אלומיניום וניתנת למחזור.,,
3.msg,1,0,1,32,99,00000000,"Adam could be a he-man and crush the can, but that's a little bit silly, don't you think? ","אדם יוכל להיות הרקולס ולרסק את הפחית, אבל זה קצת טיפשי, אתם לא חושבים?",,
3.msg,1,0,1,33,99,00000000,The dishsoap is super mild. It's used to clean oil off animals without hurting them. ,סבון הכלים ממש עדין. הוא נועד להסיר נפט מחיות.,,
3.msg,1,0,1,34,99,00000000,Adam is carrying a frisbee. ,אדם נושא צלחת מעופפת.,,
3.msg,1,0,1,35,99,00000000,"Adam would like to play frisbee, but who could he play with? ","אדם היה רוצה לשחק בצלחת המעופפת, אבל עם מי הוא יוכל לשחק?",,
3.msg,1,0,1,36,99,00000000,Adam is carrying a fish. Holy mackerel!  ,אדם נושא דג. מקרל קדוש!,,
3.msg,1,0,2,1,99,00000000,Adam feels the fish. Ooh! Slimy!,אדם מרגיש את הדג. אוווו -- חלקלק!,,
3.msg,1,0,2,6,99,00000000,Adam is carrying oxygen tanks. The tanks provide air for Adam while he's underwater.,אדם נושא מכלי חמצן. המכלים מספקים אוויר לאדם כשהוא מתחת למים.,,
3.msg,1,0,2,7,99,00000000,Adam is carrying his gloves. He uses them for diving. ,אדם נושא את הכפפות שלו. הוא משתמש בהן כדי לצלול.,,
3.msg,1,0,2,9,99,00000000,"Adam will need to put on the oxygen tanks to dive, but you'll have to select the tanks, then click the tanks on Adam on the main screen.    ","אדם צריך להרכיב את מכלי החמצן כדי לצלול, אבל תצטרכו לבחור את המכלים ואז ללחוץ את המכלים על אדם במסך הראשי.",,
3.msg,1,0,2,10,99,00000000,Adam doesn't need to put on the oxygen tanks until he's ready to go underwater.      ,אדם לא צריך להרכיב את מכלי החמצן עד שהוא מוכן לצלול.,,
3.msg,1,0,2,13,99,00000000,Adam is carrying a mirror. In the mirror he sees... himself!,אדם נושא מראה. במראה הוא רואה... את עצמו!,,
3.msg,1,0,2,14,99,00000000,Adam looks at himself critically in the mirror. He thinks he looks pretty good for a cartoon character! ,אדם בוחן את עצמו במראה. הוא חושב שהוא נראה לא רע בשביל דמות מצויירת!,,
3.msg,1,0,2,15,99,00000000,"The Conquistador's pike is long and sharp. Looking at it gives Adam a bizarre urge to say ""Avast ye mateys"".   ","הכידון של הקונקיסטדור ארוכה וחדה. כשאדם מסתכל עליה הוא מקבל דחף עז לומר ""עצרו, הו מלחים דרדקים!""",,
3.msg,1,0,2,16,99,00000000,"Adam brandishes the pike, thinking that he looks awfully pirate-like carrying it. ","אדם הניף את הכידון, והרגיש מאוד פיראטי כשהוא נושא אותו.",,
3.msg,1,0,2,17,99,00000000,Adam is carrying an anemone-regurgitated key. It looks like it goes to a pretty big lock.,אדם נושא מפתח שפלטה שושנת ים. נראה שהוא מתאים למנעול גדול במיוחד.,,
3.msg,1,0,2,18,99,00000000,Adam feels the key. It feels like any other anemone-barfed-up key. ,אדם ממשש את המפתח. הוא מרגיש כמו כל מפתח אחר ששושנת ים הקיאה.,,
3.msg,1,0,2,19,99,00000000,Adam is carrying a shielded cable - the 'Gleaming Wire' from the Oracle's prophecy!   ,אדם נושא כבל מוגן - הכבל הבוהק מנבואת הנביאה!,,
3.msg,1,0,2,20,99,00000000,"Adam tugs and pulls on the cable. Yup, that's a shielded cable alright.  ","אדם מושך את הכבל. כן, זה בהחלט כבל מוגן.",,
3.msg,1,0,2,21,99,00000000,Adam is carrying a toilet bulb. Who would have ever guessed that the Oracle's 'floating orb' would turn out to be a toilet bulb? ,אדם נושא מצוף שירותים. מי היה מאמין שהכדור המרחף של הנביאה יתברר להיות מצוף שירותים?,,
3.msg,1,0,2,22,99,00000000,"Flush, flush!","להוריד מים, להוריד מים!",,
3.msg,1,0,2,23,99,00000000,"Adam has the 'armor for a modern knight', a radiation protection suit. ","לאדם יש את ""שריון עבור אביר החדש"", חליפת מגן מפני קרינה.",,
3.msg,1,0,2,24,99,00000000,"To put the suit on Adam, select the suit then click it on Adam on the main screen.",כדי ללבוש את החליפה - בחרו את החליפה ואז לחצו על אדם במסך הראשי.,,
3.msg,1,0,2,25,99,00000000,Adam is carrying the saw-like snout from a sawfish skeleton. Sawfish teeth are like little sharp blades set into the snout. The teeth on this snout are slightly dulled but it's still kinda cool.    ,אדם נוטל את הזרבובית דמויית המסור משלד הדג. שיני דג המסור הם כמו להבים חדים ששובצו בגוף הזרבובית. שיני הזרבובית אמנם קצת קהים אך עדיין מגניבים.,,
3.msg,1,0,2,26,99,00000000,"I'm sure the sawfish thought so, too. ",ברור לי שגם דג המסור חשב כך.,,
3.msg,1,0,2,27,99,00000000,Yeow! Those teeth might be dulled but that snout is still no toy!,יאו! השיניים אולי קהו אבל החוטם הזה עדיין אינו משחק!,,
3.msg,1,0,0,1,99,00000000,Adam gets embarrassed when people stare.,אדם נבוך כשאנשים בוהים.,,
3.msg,1,0,0,2,99,00000000,Hey! That tickles! ,היי! זה מדגדג!,,
3.msg,1,0,0,3,99,00000000,The cloth has oil on it from cleaning the oily shell.   ,הבד ספוג בנפט מניקוי הצדף השמנוני.,,
3.msg,1,0,0,4,99,00000000,"If you want Adam to use the rag, click it on an object on the main screen. ","אם תרצו שאדם ישתמש בסמרטוט, לחצו על פריט במסך הראשי.",,
3.msg,1,0,0,5,99,00000000,"Adam uses the rag to clean the oil and tar off of the shell. He gets all the oil off the shell but, boy, that rag sure is oily now!  ","אדם משתמש בסמרטוט כדי לנקות את הנפט והזפת מהצדף. הוא מצליח להסיר את הכל מהצדף, אבל הסמרטוט מאוד שמנוני עכשיו!",,
3.msg,1,0,0,6,99,00000000,There's no reason to use the rag on that. ,אין סיבה להשתמש בזה על הסמרטוט.,,
3.msg,1,0,0,7,99,00000000,"Adam's dolphin pal, Delphineus, always looks like he's grinning. ","החבר של אדם, דלפיניוס, תמיד נראה כאילו הוא מחייך.",,
3.msg,1,0,0,8,99,00000000,"Delphineus will ""offer his fin"" to Adam when he wants to take him for a ride.",דלפיניוס יציע לאדם את הסנפיר שלו כשהוא רוצה לקחת אותו לסיבוב.,,
3.msg,1,0,0,9,99,00000000,"The beautiful gold mask was given to Adam by Superfluous, the Mayor.  It's a sign of his gratitude for gathering the citizens of Eluria.","מסכת הזהב היפהפיה ניתנה לאדם על ידי סופרפלואוס, ראש העיר. זה סימן להכרת התודה שלו איסוף האזרחים של אלוריה.",,
3.msg,1,0,0,10,99,00000000,"If you want Adam to use the steel cage, try clicking it on some item on the main screen.  ","אם תרצו שאדם ישתמש בכלוב המתכת, נסו ללחוץ על פריט כלשהוא על המסך הראשי.",,
3.msg,1,0,0,11,99,00000000,There's no reason to use the gold mask on that.,אין סיבה להשתמש במסכת הזהב על זה.,,
3.msg,1,0,0,12,99,00000000,"The starfish badge is a real, live starfish. Superfluous gave it to Adam as a kind of deputy badge. ",תג כוכב הים הוא כוכב ים חי. סופרפלואוס נתן אותו לאדם כסוג של תג רשמי.,,
3.msg,1,0,0,13,99,00000000,"If you want Adam to use the steel cage, click it on an object on the main screen.  ","אם תרצו שאדם ישתמש בכלוב המתכת, לחצו על פריט במסך הראשי.",,
3.msg,1,0,0,14,99,00000000,There's no reason to use the starfish badge on that.,אין סיבה שאדם ישתמש בתג כוכב הים על זה.,,
3.msg,1,0,0,15,99,00000000,"The steel cage looks as though it might have once been a bicycle basket. Although it was dumped as trash, Adam thinks he might be able to find a new use for the cage. ","כלוב המתכת נראה כאילו פעם הוא היה סלסלת אופניים. למרות שזה נזרק לים כאשפה, אדם חושב שהוא יוכל למצוא שימוש חדש לכלוב.",,
3.msg,1,0,0,16,99,00000000,The bronze trident has a long handle and three prongs on one end.  The three prongs have pointed tips. ,לקלשון הברונזה ידית ארוכה ושלושה חודים בקצהו. לשלושת החודים קצוות משוננים.,,
3.msg,1,0,0,17,99,00000000,Adam turns the trident around and looks at the prongs from another direction. Hmmmm. The shape of the three tips looks kind of familiar. ,אדם מסובב את הקלשון ומסתכל על שלושת החודים מכיוון אחר. הממממ. הצורה של שלושת החודים נראית מוכרת.,,
3.msg,1,0,0,19,99,00000000,The flask of fertilizer solution is empty. ,מכל תמיסת הדשן ריק.,,
3.msg,1,0,0,20,99,00000000,"Adam is carrying a large, bronze conch shell.  Conch shells have been valued for centuries because of the deep, resonate sound they produce when blown.   ",אדם נושא קונכיית ברונזה גדולה.  במשך מאות שנים קונכיות הוערכו בשל הצליל העמוק שהן מפיקות כשנושפים בהן.,,
