"room","idx","original","translated","comments",""
"006","6","It looks to have survived better than its co-conductors.","נראה שהוא החזיק מעמד יותר ממה שזרם בו.","צ: זה תשובה על ""look left cable"" - חוט החשמל התקין.
יש כאן משחק מילים, אחרי שאמרו שהיתה אולי מלחמה שגרמה להרס כאן.
אז החוט הזה שרד יותר טוב ממחוללי המלחמה.
הבעיה שקשה לשמור על משחק המילים...
אם החוט היה נקבה, היה אפשר לכתוב ""נראה שהיא שרדה יותר טוב ממחולליה""
ואז גם 'מחוללי' המלחמה, וגם 'מחולל' זה קשור לחשמל.
אבל חוט זה זכר.
צריך לכתוב משהו משעשע שמעביר את הרעיון שהחוט נראה תקין
עומד: נראה שהוא החזיק מעמד יותר ממה שזרם בו?
צביקה: אפשר בינתיים, ואם יצוץ משהו יותר יפה, לעדכן...",""
"006","7","Except for the one on the left, most of the wires here look dangerously worn.","מלבד הקיצוני משמאל, כל שאר החוטים נראים שחוקים עד כדי סכנה.","",""
"006","8","All the wires here look dangerously worn.","כל החוטים כאן נראים שחוקים עד כדי סכנה.","",""
"006","9","You see nothing but darkness.","אינך רואה דבר מלבד אפילה.","",""
"006","10","You only are able to see gray, furry blur. It looks like a rat.","אתה מצליח להבחין במטושטש במשהו אפור ושעיר. נראה כמו חולדה.","צ: החלפתי עכבר לחולדה",""
"006","11","The fur-bearing pocket prober isn't currently present.","הכיס המיועד לאחסון בעלי פרוות אינו זמין כרגע.","",""
"006","12","Funny. I don't see that in this picture.","מצחיק. אני לא רואה את זה בתמונה.","",""
"006","13","You don't notice a hole.","אינך מבחין בקיומו של חור.","",""
"006","14","The pipes are useless, as they are punctured in many places.","אלה צינורות חסרי תועלת, שכן הם מנוקבים במקומות רבים.","",""
"006","15","There is nowhere for you to climb to.","אין לך לאן לטפס.","",""
"006","16","There are no decent wires within reach.","אין אף חוט תקין בהישג ידך.","",""
"006","17","There is no other wire here worthy of your acquisition.","לא נותר כאן אף לא חוט אחד ששווה להתאמץ בשבילו.","",""
"006","18","They're useless.","תועלת הם לא יביאו לך.","צ: הגהתי",""
"006","19","You can't.","אין ביכולתך.","",""
"006","20","The panel is of no use.","מה תעשה עם לוח?","",""
"006","21","You take the only decent piece of wire available.","אתה נוטל עמך את חוט החשמל היחידי ששווה משהו.","",""
"006","22","You seem to have been mugged by some type of large rat. As you pick loose fur from your teeth you notice a less bulky feeling.","נשדדת על ידי איזה סוג של חולדה גדולה. אחרי שסיימת להוציא את הפרווה שלה משיניך, נהיית מודע לכך שאתה מרגיש פחות מגושם.","לא בדיוק מבין את הכוונה, במיוחד של המילים האחרונות.
צביקה: לפני כן היה לרוג'ר סולם בכיס (לכן הוא היה bulky). אבל הוא נתקל בחולדה (עכברוש?) ששדדה אותו, ולקחה לו את הסולם.
תרגמתי תרגום ראשוני, מוזמן לערוך...
עומר: אה מצויין, פשוט קודם לא הבנתי את הקשר לסולם...",""
"007","0","The gutted carcass of the tanker opens up to reveal even more junk. A metal head rests nearby.","מעיה המבותרות של המיכלית נפערו תוך כדי שהם חושפים עוד הררי זבל. ראש מתכתי נח בקרבת מקום.","",""
"007","1","It's quite dark in there, but there is a light at the end of the tunnel.","חשוך שם למדי, אולם פיסת אור הבליחה מקצה המנהרה.","",""
"007","2","Not much remains. If there was anything of value, it was stripped away a long time ago.","לא נשאר הרבה. גם אם היה משהו בעל ערך, הוא מזמן נלקח משם.","צ: הגהתי",""
"007","3","Wow! An ancient model of a Battlebot. I bet you'd hate to run into whatever brought this big guy down. It looks like something poked it in the eye.","וואו! מודל קדום של רובוטקרב. אני מניח שלא ממש בא לך להיתקל בדבר שחיסל את הבחור הענק הזה. נראה שתקעו לו משהו עמוק בעין.","נראה לי הכי הגיוני רובוטקרב על משקל רובוטריק. הוספתי גם במילון
צ: אחלה. יפה מאד.",""
"007","4","There are two eyes on the battlebot head. One of them has been broken.","שתי עיניים ניבטו מצידי ראשו של הרובוטקרב. אחת מהן היתה שבורה.","",""
"007","5","You can't see anything from down here.","אינך מסוגל לראות דבר מלמטה.","",""
"007","6","They're just small air ducts for the robot.","אלו בסך הכל תעלות אוויר צרות לשימוש הרובוטים.","צ: הגהתי",""
"007","7","The pyramid is nothing more than a dense metallic protrusion.","הפירמידה היא לא יותר מאשר בליטה דחוסה של מתכת. ","",""
"007","8","The floor is composed of a mosaic of overlapping welded steel plates. The menage of used metal appears to have been cut from a variety of sources. The floor drops off near the large robot.","הרצפה מורכבת מפסיפס של לוחות פלדה מרותכים. נראה כי אוסף לוחיות המתכת נחתכו ממגוון מקורות. הקרקע השתפעה בתלילות כלפי מטה ליד הרובוט הגדול.","צ: הגהתי",""
"007","9","The piles of scrap drop off here. It looks dark and dangerous down there.","הררי הגרוטאות מושלכות לכאן. נראה מסוכן וחשוך שם למטה.","",""
"007","10","It isn't a ship. It's an ancient model of a Battlebot. I bet you'd hate to run into whatever brought this big guy down. It looks like something poked it in the eye.","זאת לא חללית. זה מודל קדום של רובוטקרב. אני משער שלא ממש בא לך להיתקל בדבר שחיסל את הבחור הענק הזה. נראה שמשהו נדחף לו עמוק לתוך העין.","",""
"007","11","You can't from this location.","אין לך אפשרות מהמיקום הזה.","",""
"007","12","You're intellectual profile may be slim, but you still are too thick to enter that.","יתכן שהפרופיל האינטלקטואלי שלך שדוף ביותר, אולם גופך עדיין עבה מדי מכדי להשתחל לכאן.","",""
"007","13","Whatever you say, Superman.","מה שתגיד, סופרמן.","",""
"007","14","Get closer.","תתקרב.","",""
"007","15","I don't think you're man enough!","נראה אותך גבר!","",""
"007","16","Sounds like you want to be doing something besides playing a dumb game.","נשמע שאתה רוצה לעשות עוד משהו חוץ מלשחק במשחק דבילי.","",""
"007","17","You don't need to do that. Besides, one of them is already broken.","אין סיבה שתעשה את זה. וחוץ מזה, אחת מהן כבר שבורה.","",""
"007","18","Oh, gosh! You've stepped off a metallic escarpment and tumbled into the darkness. Twisted, jagged remnants of old vehicles reach out to slow your dark descent, cutting short your life in the process.","הוי, אלוהים! פסעת על גבי מדרון מתכתי וצנחת אל עבר החשיכה. שרידים משוננים ומעוותים של כלי רכב ישנים גיששו לעברך על מנת להאט את נחיתתך הקשה, כשהם קוצרים את חייך על הדרך.","",""
"007","19","It looks like the warp motivator you saw on the Aluminum Mallard's Status Computer. Sturdily constructed, its only protrusion is a modular plug near its base.","זה נראה כמו מניע השיגור שראית במחשב המצב ב'ברוז האלומיניום'. במבנהו החסון, הבליטה היחידה בו היא שקע מודולרי סמוך לבסיסו.","Aluminum Mallard = 'ברוז האלומיניום'",""
