"קובץ","אינדקס","מקור","תרגום","Unnamed: 4"
"2.0","string_10","System Development:\n\nChris Smith\nJeff Stephenson\nRobert E. Heitman\nPablo Ghenis\nDan Foy\nLarry Scott\nJ. Mark Hood\nMark Wilden\nEric Hart\nChad Bye\n","פיתוח מערכות:\n\nכריס סמית\nג'ף סטפנסון\nרוברט א. הייטמן\nפבלו גניס\nדן פוי\nלארי סקוט\nג'. מארק הוד\nמארק וילדן\nאריק הארט\nצ'אד באי\n",""
"2.0","string_11","Sound Effects:\n\nKen Allen\nMark Seibert\nOrpheus Hanley\n","אפקטים קוליים:\n\nקן אלן\nמארק סיברט\nאורפאוס הנלי\n",""
"2.0","string_12","Additional Written Material:\n\nBridget McKenna\nGano Haine\n","חומר כתוב נוסף:\n\nברידג'ט מק'קנה\nגאנו היין\n",""
"2.0","string_13","Space Quest 1 Theme Based on the\nOriginal Composition by Mark Crowe ","מוסיקת הרפתקה בחלל 1 מבוססת על\nיצירה מקורית מאת מארק קראו_",""
"2.0","string_14","Quality Assurance:\n\nSharon Simmons ","אבטחת איכות:\n\nשרון סימונס_",""
"20.0","string_0","This is the north-central boundary of a massive skeletal structure surrounded by arid terra not-so-firma.","זה הגבול הצפון-מרכזי של מבנה שלדי עצום המוקף באדמה צחיחה לא-יציבה-במיוחד.",""
"21.0","string_0","This is the northeast corner of the boneyard. Bones and sand dominate the scenery. At the east end of the vertebral path are two extremely pointed spurs of broken rib.","זה הקצה הצפון-מזרחי של שדה העצמות. עצמות וחול שולטים בנוף. בקצה המזרחי של שביל החוליות יש שני דורבנות חדים במיוחד של צלע שבורה.",""
"21.0","string_3","shiny thingy","דבר נוצץ",""
"21.0","string_4","It looks interesting. Although hard to tell from where you are standing, it may be a sign. If you got closer, maybe you could read it.","זה נראה מעניין. למרות שקשה לדעת מהמקום בו אתה עומד, זה עשוי להיות שלט. אם תתקרב, אולי תוכל לקרוא אותו.",""
"22.0","string_0","Were you a proctologist, you might know what these oddly shaped bones are called. To you, though, they're just bones.","לו היית פרוקטולוג, אולי היית יודע איך קוראים לעצמות המשונות האלה. בשבילך, עם זאת, הן פשוט עצמות.",""
"22.0","string_3","exit hole","חור יציאה",""
"23.0","string_0","This appears to be the thoracic area of the spinal column of this meatless beast. Other than an obviously defective vertebra, you've got more sand and crud.","נראה שזה אזור בית החזה של עמוד השדרה של חיה חסרת-בשר זו. מלבד חוליות פגומות באופן מובהק, יש פה עוד חול וטינופת.",""
"23.0","string_6","bone bridge","גשר עצמות",""
"23.0","string_7","This genetically defective vertebra looks like it would be intolerant to much load bearing.","חוליות פגומות גנטית אלו נראות שהן לא יכולות לשאת יותר מדי משקל.",""
"23.0","string_10","What started out at one time as mere hairline fractures are now clearly cracks in the imperfect vertebral module.","מה שהתחיל פעם בתור שבר דק הפך בבירור לסדקים במבנה החוליות הפגום.",""
"23.0","string_11","strange plant pod","תרמיל צמח משונה",""
"238.0","string_1","Whoa! Those big guys pack a powerful appetite. Did you feel the way that thing just chomped right through your skeletal system? That had to hurt! The grell burps in solitary satisfaction. He doesn't often get nice, warm meals like you.","וואו! החבר'ה הגדולים האלה פיתחו תיאבון בריא. הרגשת איך הדבר הזה ננעץ הישר בתוך מערכת השלד שלך? זה בטח נורא כאב! הגרל מגהק בשביעות רצון מופגנת. הוא לא מקבל הרבה ארוחות טעימות וחמות כמוך.",""
"24.0","string_0","A section of vertebra, near where the head used to be attached, extends north and south. To the east is the ominous-looking skull.","אזור של חוליות, ליד המקום בו הראש היה מחובר, נמשך צפונה ודרומה. לכיוון מזרח נמצאת הגולגולת מבשרת-הרעות.",""
"24.0","string_4","No doubt about it. Those are some serious teeth. It could've used a little dental work - maybe some braces even. It's just a good thing you never had the opportunity to be on the business end of these things when it was still a living being.","אין ספק. אלה שיניים רציניות. לא היה מזיק לו ביקור אצל שיננית - אולי אפילו גשר. פשוט מזל שלא יצא לך לפגוש אותם מקרוב כשהוא עוד היה יצור חי.",""
"24.0","string_6","This must be the skull previously attached to the rest of the mammoth bones partially assembled here.","זאת בטח הגולגולת שהייתה מחוברת פעם לשאר העצמות המורכבות חלקית של היצור הזה.",""
"25.0","string_0","This looks like it might have been a minimally developed, manipulative appendage for the fallen and fossilized beast.","נראה שנספח מניפולטיבי זה פותח באופן מינימלי עבור המפלצת המאובנת.",""
"255.0","string_0","\n----------\n","",""
"255.0","string_4","M","",""
"255.0","string_9","","",""
"255.0","string_11","PrintD","",""
"255.0","string_12","#J","",""
"255.0","string_13","jDText","",""
"26.0","string_0","This is just south of the gigundasaurus remains. Ligament jerky-deep in the joints is all that holds some of these incredibly huge skeletal components together.","זה דרומית לשרידים האדירים. גידים המצויים עמוק במפרקים הם כל מה שמחזיק חלק מהמרכיבים השלדיים הענקיים האלה יחדיו.",""
"26.0","string_3","The sand of Kerona has a reddish-orange color to it. Were you a geologist instead of a janitor, you might find this fact interesting.","לחול של קרונה יש גוון אדמדם-כתום. לו היית גאולוג ולא שרת, אולי היית מוצא את העובדה הזו מרתקת.",""
"27.0","string_0","The cervical portion of the spinal column takes a dive into the sand right about here.","מקטע האגן של עמוד השדרה צולל לתוך החול בערך כאן.",""
"27.0","string_4","neck bone","עצם צוואר",""
"27.0","string_5","Cervical vertebrae taper off and appear to vanish gradually into the sand.","חוליות האגן מתחדדים ונעלמים בהדרגה לתוך החול.",""
"27.0","string_8","These foreclaws were once razor-sharp, but the forces of the elements have reduced them to over-sized blunt toe nails. It's a good thing you didn't come here in an earlier time. These things would have torn you a new one.","טפרים אלו היו פעם חדים כתער, אבל כוחות הטבע הפכו אותם לציפורני בהונות קהות. מזל שלא באת מוקדם יותר. הדברים האלה היו קורעים אותך לגזרים.",""
"28.0","string_7","Orat is huge and ugly. Of course, your opinion may differ depending on what part of the universe you come from. You also get the impression that he might be quite mean.","אורט הוא ענק ומכוער. כמובן, דעתך יכולה להשתנות כתלות באזור של היקום ממנו באת. אתה גם מקבל את הרושם שהוא יכול להיות די מרושע.",""
"28.0","string_10","part of the orat","חלק מהאורט",""
"28.0","string_11","This gleaming chunk of Orat's anatomy is the only visible proof that Orat ever existed. After that explosion, it's amazing there's that much left.","הגוש הבוהק הזה מהאנטומיה של אורט הוא ההוכחה הגלויה היחידה שאורט היה קיים. אחרי הפיצוץ הזה, מדהים שבכלל נשאר משהו.",""
"28.0","string_14","holes","חורים",""
"28.0","string_15","The orbs in this gigantic skull offer the only passageways for light into this gloomy place.","הכדורים בגולגולת העצומה מספקים את המעבר היחיד לאור לתוך מקום קודר זה.",""
"28.0","string_17","far wall","קיר מרוחק",""
"28.0","string_19","near wall","קיר קרוב",""
"28.0","string_21","pile of skulls","ערימת גולגלות",""
"28.0","string_22","A pile of skulls lie here sucked clean by Orat, or was a result of them writing too many adventure games.","ערימת גולגלות מונחת כאן לאחר שעברו שאיבה יסודית על ידי אורט, או שזה היה כתוצאה מכך שכתבו יותר מדי משחקי הרפתקה.",""
"28.0","string_24","big rock","סלע גדול",""
"28.0","string_25","That rock is almost as big as you.","הסלע הזה גדול כמעט כמוך.",""
"28.0","string_27","small rock","סלע קטן",""
"28.0","string_28","That rock is too small to hide behind but too large to lift.","הסלע הזה קטן מכדי להתחבא מאחוריו אבל גדול מכדי להרים אותו.",""
"28.0","string_30","cave floor","רצפת מערה",""
"28.0","string_31","The cave floor is littered with the usual stuff a cave would be littered with. Some sand, some rock, %s","רצפת המערה מלאה בדברים שבדרך כלל מערה תהיה מלאה בהם. קצת חול, קצת סלעים, %s",""
"28.0","string_32","and that's about it. Oh, Yeah. There's also an Orat part.","וזהו פחות או יותר. אה, כן. יש גם חלק של אורט.",""
"28.0","string_33","none of it useful, though.","אבל אין משהו שימושי.",""
"3.0","string_3","""The Star Generator is in danger! The Arcada is under attack! You'd better get off this scow if you value your life, Wilco.""","מחולל הכוכבים בסכנה! הארקדה תחת מתקפה! כדאי לך להסתלק מהמכולה הזאת באם חייך יקרים לך, ווילקו.",""
"3.0","string_4","Black Holes","חורים שחורים",""
"3.0","string_5","Stars","כוכבים",""
"3.0","string_6","Magnetic Fields","שדות מגנטיים",""
"3.0","string_7","Van Allen Belts","חגורות ואן אלן",""
"3.0","string_8","Astral Bodies","גופים שמימיים",""
"3.0","string_9","Quasars","קוואזרים",""
"3.0","string_10","Binary Systems","מערכות בינריות",""
"3.0","string_11","Orbits","מסלולים",""
"3.0","string_12","Galaxies","גלקסיות",""
"3.0","string_13","Solar Flares","התלקחות סולארית",""
