"room","idx","original","translated","comments"
"12","18","There is a large doghouse outside the kitchen door. You see the name BEAUREGARD written over the doghouse door.","מלונה גדולה ניצבת מחוץ לדלת המטבח. את רואה את השם בורגארד כתוב על דלת המלונה.",""
"12","19","You see nothing there.","אינך רואה שם דבר.",""
"12","20","You don't want to go in the doghouse. It's dirty and smelly in there!","את לא רוצה להיכנס למלונה. מלוכלך ומסריח שם!",""
"12","21","The dog dish is empty.","קערית הכלב ריקה.",""
"12","22","You don't want to carry a dirty, old dog dish!","אינך רוצה לסחוב איתך קערית כלב ישנה ומטונפת!",""
"13","0","On the west corner of the island, you see an old dilapidated stable surrounded by an empty corral.","בפינת האי המערבית, את רואה אורווה ישנה ומתפרקת מכותרת במכלאה ריקה.",""
"13","1","You can't. The door is closed","אתה לא יכולה. הדלת סגורה.",""
"13","2","You see the little chapel in the distance to the north.","מצפון את רואה את הכנסייה הקטנה מסתמנת באופק.",""
"13","3","There is nothing but weeds in the corral.","דבר אין במכלאה מלבד עשבים שוטים.",""
"13","4","An empty corral surrounds the old stable.","מכלאה ריקה מכתרת אורווה ישנה.",""
"13","5","You don't see a gate here.","את לא רואה כאן שער.",""
"13","6","There is nothing of interest in the corral.","אין שום דבר מעניין במכלאה.",""
"13","7","It's a wide, sliding door.","זוהי דלת הזזה רחבה.",""
"13","8","You can't get close enough.","את לא יכולה להתקרב.",""
"13","9","There's no need for that!","אין צורך בכך!",""
"13","10","The stable seems to have plenty of windows.","דומה כי באורווה ישנם חלונות רבים.",""
"13","11","The soggy bales of hay are too heavy to move.","חבילות החציר הלחות כבדות מדי לטלטול.",""
"13","12","You don't want to carry around soggy hay!","אינך רוצה להיסחב עם שחת רטובה!",""
"13","13","Soggy bales of hay lie outside the stable door.","חבילות חציר ספוגות מים מוטלות מחוץ לדלת האורווה.",""
"14","0","You have come upon a ramshackle little playhouse. Hanging from a nearby tree you see an old rope swing. Seeing these long-ago playthings makes you wonder about the children who used to live here.","נתקלת בבית בובות קט מט ליפול. על עץ בקרבת מקום את רואה תלויה נדנדת חבלים ישנה. המחזה של אותם צעצועים מימים רחוקים גורם לך להרהר אודות הילדים שחיו כאן בעבר.",""
"14","1","A little, stone path leads to the door of the playhouse.","שביל אבנים מרוצף מוביל אל דלת בית הבובות.",""
"14","2","The rope belongs to the swing.","החבל שייך לנדנדה.",""
"14","3","You rap lightly on the playhouse door.","את טופחת בעדינות על דלת בית הבובות.",""
"14","4","You hear a muffled reply.","את שומעת תשובה מעומעמת.",""
"14","5","""Is that you, Laura? Come in and join me.""","""זו את, ליאורה? היכנסי והצטרפי אלי.""",""
"14","6","Gingerly, you sit in the swing.","בחשש, את מתיישבת על הנדנדה.",""
"14","7","How embarrassing!","כמה מביך!",""
"14","8","You rap lightly on the playhouse door. There is no reply.","את טופחת בעדינות על דלת בית הבובות. בתגובה את שומעת שקט מוחלט.",""
"14","9","They are very difficult to catch.","מאוד קשה לתפוס אותם.",""
"14","10","You have frightened off a little squirrel.","הפחדת סנאי קטן.",""
"14","11","It would be silly to push the swing with nobody in it.","יהיה זה מטופש לדחוף נדנדה שאיש אינו יושב עליה.",""
"14","12","You broke it!","שברת אותה!",""
"14","13","It would be silly to carry around an old swing.","טפשי למדי להיסחב עם נדנדה ישנה.",""
"14","14","The broken swing hangs from a nearby oak.","הנדנדה השבורה תלויה על עץ אלון סמוך.",""
"14","15","A charming, old swing hangs from a nearby oak.","נדנדה ישנה, קסומה תלויה על ענף עץ אלון סמוך.",""
"14","16","Force will not work on this strong little door.","הפעלת כוח לא תזיז דלת יציבה זו ממקומה.",""
"14","17","It's already unlocked.","היא כבר פתוחה.",""
"14","18","You can't. You don't have the key.","את לא יכולה. אין לך מפתח.",""
"14","19","You attempt to open the playhouse door but discover it's locked.","את מנסה לפתוח את דלת בית הבובות אך מגלה כי היא נעולה.",""
"14","20","You'll have to stoop to get through that door!","תיאלצי להתכופף על מנת לעבור בדלת!",""
"14","21","You peek through the window, but can't make out any details.","את מציצה מבעד לחלון, אך לא מצליחה להבחין בפרטים מדויקים.",""
"14","22","It would do you no good as the windows are very small.","תועלת זה לא יביא לך שכן החלונות מאוד צרים.",""
"14","23","The windows do not open.","החלונות לא נפתחים.",""
"14","24","Little, round windows adorn the playhouse.","חלונות עגולים, קטנים מקשטים את בית הבובות.",""
"14","25","You see the bell tower in the distance to the north.","בצפון הרחק, את רואה את קווי המתאר של מגדל הפעמון.",""
"14","26","You see the little chapel in the distance to the north.","מצפון את רואה את הכנסייה הקטנה מסתמנת באופק.",""
"14","27","This is an old playhouse that some long-ago children played in.","זהו בית בובות ישן שלפני עידן ועידנים ילדים השתעשעו בו.",""
"15","0","This is the southwest corner of the mansion right outside the billiard room.","כאן היא פינת האחוזה הדרום מערבית ממש מחוץ לחדר הביליארד.",""
"15","1","She's not around here!","היא לא בסביבה!",""
"15","2","Stone steps lead up to the billiard room door and to the front gallery.","מדרגות אבן עולות בתלילות אל דלת חדר הביליארד ואל חזית הגלריה.",""
"15","3","You look upwards at the second-story windows of Gertie and Gloria's guest room.","את נושאת את עינייך למעלה ורואה בקומה השניה את חלונות חדר האורחים של גרטי וגלוריה.",""
"16","0","You are standing in front of the old plantation house right by the front door.","את עומדת מול בית האחוזה הישן ממש ליד דלת הכניסה הראשית.",""
"16","1","Cracked stone steps lead up to the front door of the mansion.","מדרגות אבן סדוקות מוליכות אל דלת האחוזה.",""
"16","2","You see the boards that make up the porch.","את רואה את הלוחות שמרכיבים את המרפסת.",""
"16","3","You look upwards at the second-story gallery.","את נושאת את עינייך אל חזית הגלריה בקומה השניה.",""
"16","4","Oh, no! A sudden gust of wind blows away the note.","אוי, לא! משב רוח פתאומי העיף את הפתק.",""
"16","5","You cannot remove them. They're firmly attached to the wall.","אינך יכולה להסיר אותם. הם מחוברים היטב לקיר.",""
"16","6","The porch lights help to brighten this dreary house.","האור במרפסת מסייע ולו במעט לפזר את קדרות הבית.",""
"16","7","The front door of the old house is badly weathered.","דלת הכניסה לבית הישן נסחפה ודהתה עם השנים.",""
"16","8","What's this? A note has been attached to the doorknocker.","מה זה? פתק הוצמד למרתוק.",""
"16","9","Why don't you read it first?","מדוע שלא תקראי אותו קודם?",""
"16","10","You read the note. It says, ""Meet me in the hedge garden.""","את קוראת את הפתק. כתוב בו, ""פגשי אותי בגן המשוכות.""",""
"16","11","Beauregard doesn't look like he's in a good mood.","בורגארד לא נראה במצב רוח טוב.",""
"16","12","He doesn't seem very hungry right now.","הוא לא נראה כרגע רעב במיוחד.",""
"16","13","You try to calm the dog with soft words but it doesn't do any good.","את מנסה להרגיע את הכלב במילים רכות אולם לא נראה שזה משפיע עליו.",""
"16","14","Beauregard seems agitated about something. Maybe you should investigate.","דומה שמשהו מסעיר את בורגארד. אולי כדאי לחקור את העניין.",""
"16","15","Why, thank you, doctor.","ובכן, תודה לך, דוקטור.",""
"16","16","There's no need to knock. Just go into the house!","אין צורך לדפוק. פשוט תכנסי לבית!",""
