file-noun-verb-condition-sequence-,file,noun,verb,condition,sequence,talker,padding,text,translation,comment_padding,comment_text
1020.msg-4-1-0-1-,1020.msg,4,1,0,1,99,00000001,"Uh oh! Looks like you're going to have company in a minute, Roger.","הו הו! נראה שבקרוב מישהו יארח לך לחברה, רוג'ר.",,
1020.msg-5-1-0-1-,1020.msg,5,1,0,1,99,00000001,These maintenance tunnels thread their way under various corridors throughout the Goliath. You can probably go anywhere in the ship via these crawl-spaces--if you don't get lost first.,מנהרות התחזוקה מתפתלות לדרכן מתחת למסדרונות מגוונים ברחבי הגוליית. כנראה תוכל להגיע לכל מקום בספינה דרך חללי הזחילה הללו--אם לא תלך לאיבוד לפני כן.,,
1020.msg-5-1-0-2-,1020.msg,5,1,0,2,99,00000001,You find yourself in a maze of twisty little passages.,אתה מוצא את עצמך במבוך של מעברים מפותלים עד אין קץ.,,
1020.msg-5-1-0-3-,1020.msg,5,1,0,3,99,00000001,These mazelike crawl-spaces wind around and through most major levels of the Goliath's superstructure.,חללי זחילה דמויי מבוך נכרכים ומתעקלים דרך מרבית המפלסים המרכזיים במבנה העל הגולייתי.,,
1020.msg-6-1-0-1-,1020.msg,6,1,0,1,99,00000001,It appears to be a switch of some kind.,זה נראה כמו סוג של מתג.,,
1025.msg-1-1-0-1-,1025.msg,1,1,0,1,99,00000001,This corridor is slightly different from all the others you have encountered up to this point.,המסדרון הזה שונה במקצת מכל האחרים שנתקלת בהם עד כה.,,
1025.msg-2-1-0-1-,1025.msg,2,1,0,1,99,00000001,Now that's a switch...,זה חתיכת מתג...,,
1025.msg-3-1-0-1-,1025.msg,3,1,0,1,99,00000001,These lights indicate the status of the shield override switch.,אורות אלה מציינים את מצב בורר ההפעלה הידנית של המגן.,,
1030.msg-1-0-0-1-,1030.msg,1,0,0,1,99,00000001,You've hit bottom: you can't go any lower. ,הגעת לתחתית: מכאן אין לך לאן לרדת.,,
1030.msg-2-0-0-1-,1030.msg,2,0,0,1,99,00000001,You can't go any higher.,אתה לא יכול לעלות יותר.,,
1030.msg-3-1-0-1-,1030.msg,3,1,0,1,99,00000001,These doorways allow access between the hallways and the turbolifts when they are stopped at a floor. ,פתחים אלה מקנים מעבר בינות למסדרונות ולמעליות הטורבו כשהן עוצרות בקומה.,,
1030.msg-4-1-0-1-,1030.msg,4,1,0,1,99,00000001,These ladders allow maintenance personnel to repair the inside of the turboshafts when it is necessary.,סולמות אלה מאפשרים לאנשי התחזוקה לתקן את פירי המעליות כשיש צורך בכך.,,
1030.msg-5-1-0-1-,1030.msg,5,1,0,1,99,00000001,The turboshaft plunges downward into darkness...,פירי הטורבו נמוגים מטה אל תוך החשיכה...,,
1030.msg-6-1-0-1-,1030.msg,6,1,0,1,99,00000001,"Below you, the top of the turbo-lift is visible--and growing closer by the microsecond.","מתחתיך, גג מעלית הטורבו נגלה לעיניך--והוא קרב והולך במהירויות בלתי נתפסות.",,
1030.msg-7-1-0-1-,1030.msg,7,1,0,1,99,00000001,A small vent allows access to the sub-floor crawl-spaces.,פתח אוורור קטן מקנה גישה לחללי הזחילה תת-הרצפתיים.,,
1035.msg-1-0-0-1-,1035.msg,1,0,0,1,99,00000001,You've hit bottom: you can't go any lower. ,הגעת לתחתית: מכאן אין לך לאן לרדת.,,
1035.msg-2-0-0-1-,1035.msg,2,0,0,1,99,00000001,You can't go any higher.,הגעת לתחתית: מכאן אי אפשר יותר לרדת.,,
1035.msg-3-1-0-1-,1035.msg,3,1,0,1,99,00000001,These doorways allow access between the hallways and the turbolifts when they are stopped at a floor. ,פתחים אלה מקנים מעבר בינות למסדרונות ולמעליות הטורבו כשהן עוצרות בקומה.,,
1035.msg-4-1-0-1-,1035.msg,4,1,0,1,99,00000001,These ladders allow maintenance personnel to repair the inside of the turboshafts when it is necessary.,סולמות אלה מאפשרים לאנשי התחזוקה לתקן את פירי המעליות כאשר מתעורר הצורך.,,
1035.msg-5-1-0-1-,1035.msg,5,1,0,1,99,00000001,The turboshaft stretches upward into darkness above your head.,מעלית הטורבו מתמתחת כלפי מעלה ונבלעת באפילה ממעל לראשך.,,
1035.msg-6-1-0-1-,1035.msg,6,1,0,1,99,00000001,The bottom of the turbo-lift is rapidly getting nearer to your fragile and very squishable body.,תחתית מעלית הטורבו מתקרבת במהירות אל גופך השברירי והמחוץ.,,
1035.msg-7-1-0-1-,1035.msg,7,1,0,1,99,00000001,A small vent allows access to the sub-floor crawl-spaces.,פתח אוורור קטן מקנה גישה לחללי הזחילה תת-הרצפתיים.,,
104.msg-3-0-0-1-,104.msg,3,0,0,1,99,00000000,"[C] Copyright Sierra On-Line, Inc. 1993","[C] כל הזכויות שמורות לסיירה אונליין בע""מ 1993",,
104.msg-1-0-0-1-,104.msg,1,0,0,1,99,00000001,"CAPTAIN'S LOG SCS EXCALIBUR, 

STARDATE 2709.67 

FLEET ADMIRAL ROGER WILCO 

COMMANDING:



The Excalibur is on course to investigate

the mysterious disappearance of several

ships in the uncharted region of space

known as the ''Menudo Triangle.''



I no doubt have been selected for this

mission due to my great achievements as a

military leader and matchless diplomatic

skills.","יומן הקפטן חצ""כ אקסקליבר
תאריך כוכבי 2709.67
אדמירל הצי רוג'ר ווילקו
מפקד:

האקסקליבר נשלחה לברר
מה עלה בגורלן של כמה ספינות חלל
שנעלמו בשטח בלתי ממופה
בשם ""משולש מנודו.""

אין לי שום ספק שנבחרתי למשימה
בזכות הישגי המכובדים כמפקד
צבאי בכיר וכישורי הדיפלומטיים
חסרי התקדים.",,
104.msg-1-0-0-2-,104.msg,1,0,0,2,99,00000001,"I go forward with total confidence in my 

ship and my crew, yet I am vaguely uneasy... 



I cannot put memories of traveling to the 

future and meeting my son out of my mind. 

Each night my dreams are haunted by the 

image of the woman he said would one day 

be my wife. I know she's out there... 

Somewhere...","אני טס בביטחון מלא בספינתי ובצוותי,
עם זאת אני עדיין חש באי נוחות מסוימת...

הזכרונות הטריים מהמסע אל העתיד
ומהפגישה עם בני אינם נותנים לי מנוח.
מדי לילה אני רואה בחלומי
דיוקן אישה שעל פי בני יום אחד
תהיה לאשתי. אני יודע שהיא נמצאת שם בחוץ...
איפשהוא...",,
104.msg-1-0-0-3-,104.msg,1,0,0,3,99,00000001,"But that's not important right now. The fate 

of trillions rides on the decisions I may 

have to make in the next several hours. As 

Captain of the Star Confederacy's proudest 

flagship I must follow the Supreme Guideline:","אבל אין זה חשוב כרגע. גורלם
של טריליונים תלוי בהחלטות שאאלץ
לקבל בשעות הקרובות. כקפטן ספינת
הדגל המובילה של צבר-כוכבא מוטל עלי
למלא אחר הקו המנחה העליון ככתבו וכלשונו:",,
104.msg-1-0-0-4-,104.msg,1,0,0,4,99,00000001,"To Boldly go where no man has... 



No, no, no!","לצעוד באומץ במקום שבו איש טרם...

לא, לא, לא!",,
104.msg-1-0-0-5-,104.msg,1,0,0,5,99,00000001,"To Bravely traverse where no 

creature has traversed... 



Hmm... That's not it.","לחצות בגבורה במקום שבו
יצור טרם חצה...

הממ... זה לא זה.",,
104.msg-1-0-0-6-,104.msg,1,0,0,6,99,00000001,Aww... Skip it.,אהה... שכחו מזה.,,
104.msg-2-0-0-1-,104.msg,2,0,0,1,99,00000001,Admiral! Strike ships coming in at point three-five!,אדמירל! ספינות תוקפות סוגרות בנקודה שלושים וחמש!,,
104.msg-2-0-0-2-,104.msg,2,0,0,2,19,00000001,Shields up! Battle stations! Lock weapons!,הרם מגנים! עמדות קרב! נעל נשק!,,
104.msg-2-0-0-3-,104.msg,2,0,0,3,99,00000001,Neutron beams locked. Proton torpedoes armed.,משגר ניוטרונים נעול. טורפדו פרוטונים חמוש.,,
104.msg-2-0-0-4-,104.msg,2,0,0,4,19,00000001,"Tactical, fire neutron beams! Helm, hard to port!","קצין טקטי, שגר קרני ניוטרון! הגאי, חזק שמאלה!",,
104.msg-2-0-0-5-,104.msg,2,0,0,5,25,00000001,Cadet Wilco! What in the name of the Seventh Star Cluster are you doing in the bridge simulator?!,הצוער ווילקו! מה בשם צביר הכוכבים השביעי אתה עושה על מדמה הגשר?!,,
104.msg-2-0-0-6-,104.msg,2,0,0,6,25,00000001,"Get your sorry carcass out of there and get back to class where you belong, Space Cadet!","תזיז משם את הגוויה העלובה שלך ורוץ מהר למחלקה שאליה אתה משתייך, צוער חלל!",,
104.msg-2-0-0-7-,104.msg,2,0,0,7,25,00000001,"And if I catch you in there again without permission, I'll have you tossed out of the academy so fast you'll get warp disorientation!","ואם אני תופס אותך שם עוד פעם אחת בלי רשות, אתה עף מהאקדמיה במהירות כזאת שתגרום לך לסחרחורת גלקטית!",,
1040.msg-1-0-0-1-,1040.msg,1,0,0,1,99,00000001,BEEP BEEP,ביפ ביפ,,
1040.msg-1-0-0-2-,1040.msg,1,0,0,2,99,00000001,|f3| BEEP! BEEP!,|f3| ביפ! ביפ!,,
1040.msg-2-0-0-1-,1040.msg,2,0,0,1,21,00000001,"Captain, the Eureka has broken up. The Blob is attacking |f3|us|f| now...","קפטן, היוריקה נפרצה. הגוש תוקף |f3|אותנו|f| ברגעים אלה...",,
1040.msg-3-0-0-1-,1040.msg,3,0,0,1,7,00000001,"I see it, Flo. Looks like Quirk's trying to make a run for it...","אני רואה, פלו. נראה שקווירק מנסה לנוס על נפשו...",,
1040.msg-3-0-0-2-,1040.msg,3,0,0,2,7,00000001,Holy hockey-pucks! He's heading straight for the blob!,בשם דיסקיות ההוקי! הוא טס הישר אל הגוש!,,
1040.msg-3-0-0-3-,1040.msg,3,0,0,3,7,00000001,"Uh-oh. This looks bad, very bad. I think we're in trouble.","הו-הו. זה נראה רע, רע מאד. יש לי תחושה שאנחנו בצרות.",,
1040.msg-4-0-0-1-,1040.msg,4,0,0,1,7,00000001,"This is Captain Wilco. Go ahead, Eureka.","כאן קפטן ווילקו. רות עבור, יוריקה.",,
1040.msg-4-0-0-2-,1040.msg,4,0,0,2,22,00000001,Captain! Thank heavens! We were beginning to worry!,קפטן! תודה לאל! התחלנו לדאוג!,,
1040.msg-4-0-0-3-,1040.msg,4,0,0,3,7,00000001,"I'm all right, Flo. We managed to cure what's left of the Goliath's crew, but there's no sign of Quirk.","אני בסדר, פלו. הצלחנו לרפא את מה שנשאר מצוות הגוליית, אבל אין זכר לקווירק.",,
1040.msg-4-0-0-4-,1040.msg,4,0,0,4,22,00000001,"Wait!... Captain, I've just detected a shuttle launch from the Goliath.","רגע!... קפטן, הרגע זיהיתי שיגור מעבורת מהגוליית.",,
1040.msg-5-0-1-1-,1040.msg,5,0,1,1,22,00000001,Is there anything I can do Captain?,יש משהו שאני יכולה לעשות קפטן?,,
1040.msg-5-0-1-2-,1040.msg,5,0,1,2,22,00000001,Call Cliffy and tell him to beam me over to the Eureka!,תתקשרי לצוקי ותגידי לו לשגר אותי ליוריקה!,,
1040.msg-5-0-1-3-,1040.msg,5,0,1,3,22,00000001,"Don't worry about it, Flo, I'm gonna fire up the Goliath's phaser banks and zap that Quirkoid blob creature into puke fritters.","הסירי דאגה מליבך, פלו, בכוונתי להצית את מאגרי הפייזר של הגוליית ולטגן את יצור הגוש הפיוקואידי ללביבות קיא.",,
1040.msg-5-0-1-4-,1040.msg,5,0,1,4,22,00000001,I think we can ride it out--this blob thing doesn't look that dangerous.,אני חושב שנצליח לשרוד את זה--הגוש הזה לא נראה הדבר הכי מסוכן שיש.,,
1040.msg-5-0-2-1-,1040.msg,5,0,2,1,22,00000001,Cliffy says he's locked on to you and standing by...,צוקי אומר שהוא נעול עליך ובמצב הכן...,,
1040.msg-5-0-2-2-,1040.msg,5,0,2,2,7,00000001,ENERGIZE!,שגר!,,
1040.msg-5-0-3-1-,1040.msg,5,0,3,1,22,00000001,"Alright, Captain, good luck! Eureka out.","יופי, קפטן, בהצלחה! יוריקה סוף.",,
1040.msg-5-0-3-2-,1040.msg,5,0,3,2,7,00000001,Okay... Here we go...,טוב... הנה זה בא...,,
1040.msg-5-0-3-3-,1040.msg,5,0,3,3,7,00000001,Now I wonder which one of these thingymabobs fires the lasers?,עכשיו אני תוהה איזה אחד מהמה-שמם האלה יורה את קרני הלייזר?,,
1040.msg-5-0-4-1-,1040.msg,5,0,4,1,22,00000001,"As you wish, Captain. Eureka out.","כרצונך, קפטן. יוריקה סוף.",,
1040.msg-6-0-0-1-,1040.msg,6,0,0,1,24,00000001,I've temporarily frozen them with my new liquid Nitrogen blasters. We must quickly make our way to the transporter room where Cliffy awaits.,הקפאתי אותם זמנית בעזרת פגזי החנקן הנוזלי החדשים שלי. אנחנו חייבים למהר אל חדר המשגר שם צוקי ממתין לנו.,,
1040.msg-7-0-0-1-,1040.msg,7,0,0,1,7,00000001,"Droole, get us out of here! Flo, call StarCon and tell them what happened.","דרול, תוציא אותנו מכאן! פלו, צלצלי לצבר-כוכבא וספרי להם מה קרה.",,
1040.msg-8-0-0-1-,1040.msg,8,0,0,1,25,00000001,"Welcome aboard, Captain Wilco. A pity you can't stay, but I'm afraid you won't be with us very much longer...","ברוך הבא לספינה, קפטן ווילקו. חבל שאתה לא יכול להישאר, אבל לדאבוני לא תהיה עמנו לעוד הרבה זמן...",,
1040.msg-8-0-0-2-,1040.msg,8,0,0,2,19,00000001,"I won't go down with out a fight, Quirk! I know Kung Fu, Karate, Tae Kwon Do, Judo, and several other Chinese Words!","אני לא נכנע ללא מאבק, קווירק! אני יודע קונג פו, קרטה, טאקוונדו, ג'ודו, ועוד הרבה מילים בסינית!",,
1040.msg-8-0-0-3-,1040.msg,8,0,0,3,25,00000001,"There's no escape for you this time, young broom jockey. Your fate is sealed.","הפעם לא תצליח להימלט מזה, רוכב מטאטאים צעיר. גורלך נחרץ.",,
1040.msg-8-0-0-4-,1040.msg,8,0,0,4,19,00000001,"Not this time, Quirk, now the foot's in the other shoe! You're toast!","לא הפעם, קווירק, הגלגל התהפך! אתה גמור!",,
1040.msg-9-0-0-1-,1040.msg,9,0,0,1,99,00000001,"You're the one who's toast this time, Roger. Forgetting that little item of vital importance back on Genetix has come back to haunt you. We hate to say we told you so, but we did.","אתה זה שגמור כאן, רוג'ר. אי לקיחת הפריט הקטן אך בעל החשיבות המכרעת בג'נטיקס חזרה לרדוף אותך עד הסוף המר. אנחנו לא אוהבים להגיד אמרנו לך, אבל אמרנו לך.",,
1041.msg-3-0-0-1-,1041.msg,3,0,0,1,99,00000000,"Congratulations! You've vaporized the blobulous personification of the villainous Capt. Quirk saving countless lives from its menace. Fighting back the tremendous urge to plot a course to Disneyland, Roger and his loyal crew make their way back to StarCon.","ברכות! איידת את התגלמותו הגושית של קפטן קווירק הנבל ובכך הצלת אינספור חיי אדם מרדת שאולה. כשהם נלחמים בכל הכוח בדחף להפנות את הספינה דיסנילנדה, רוג'ר ואנשי צוותו הנאמנים עושים את דרכם בחזרה אל צבר-כוכבא.",,
