res,id,msg,translation,comment
3,169,"What can I say? Stay alert, and look out for suspicious characters...","מה אני יכול לומר? שמור על ערנות, ותיזהר מטיפוסים חשודים...",
3,170,And don't cross the road until the little man shows green.,ואל תחצה את הכביש לפני שהאיש הקטן הופך ירוק.,
3,171,Great advice.,עצה מעולה.,
3,172,"I honestly believe you are in no danger, m'sieur.","אני בכנות מאמין שחייך אינם בסכנה, מיסייה.",
3,173,"Should you remember anything of importance, please contact me.","אם תיזכר במשהו חשוב, צור איתי קשר בבקשה.",
3,174,My card...,כרטיס הביקור שלי...,
3,175,Thanks.,תודה.,
3,176,That is all. You may go.,זה הכול. אתה רשאי ללכת.,
3,177,"There's not much to go on, m'sieur...","זה לא ממש מקדם אותנו, מיסייה...",
3,178,"On the surface, no. But what lurks inside the subconscious?","על פניו, לא. אך מה אורב בתוך התת מודע?",
3,179,If the door can only be opened...,אילו רק היה ניתן לפתוח את הדלת....,
3,180,"Are you serious, m'sieur? I thought your interest in psychic detection was purely academic...","אתה רציני, מיסייה? ואני חשבתי שההתעניינות שלך בבלשות על-חושית הינה אקדמית גרידא...",
3,181,Academic? You are about to witness a scientific breakthrough!,אקדמית? אתה עומד לחזות בפריצת דרך מדעית!,
3,184,"I needed a stiff drink, but I hated the taste of brandy.","הייתי זקוק למשקה חריף, אך הטעם של ברנדי הרתיע אותי.",
3,185,"What is your name, cheri?","איך קוראים לך, מותק?",
3,186,Who is he?,מי זה?,
3,187,Ah! That is better.,אה! הרבה יותר טוב.,
3,188,Then he grabbed the old guy's briefcase and ran out of the door.,ואז הוא חטף את המזוודה של הזקן ונמלט החוצה מהדלת.,
3,189,The clown dropped his accordion and ran out of the door.,הליצן שמט את האקורדיון ורץ החוצה מהדלת.,
3,190,"Stay here, madamoiselle.","חכי פה, מדמוזל.",
3,191,I do not doubt that for one moment...,לא פקפקתי בכך אף לא לרגע קט...,
3,192,Yeah. I was sitting out on the sidewalk.,כן. ישבתי בחוץ על המדרכה.,
3,193,Okay - you're the doctor.,בסדר - אתה הרופא.,
3,194,"I've never seen a real live corpse before, except for grande-maman.","בחיים לא ראיתי גופה אמיתית, חוץ מסבתא רבתא.",
3,195,"And what brings you to Paris, M'sieur Stobbart?","ומה מביא אותך לפריז, מיסייה סטובארט?",
3,197,"Yes, I am. I studied under Doctor Benton.","כן, נכון. למדתי אצל דוקטור בנטון.",
4,1,It was a huge and weighty looking engineers' telephone.,ז היה טלפון מהנדסים עצום וכבד למראה.,
4,2,It was a tent made out of plastic sheeting.,זה היה אוהל עשוי מיריעות פלסטיק.,
4,3,There was nothing inside the tent except a large toolbox. ,לא היה דבר בתוך האוהל מלבד ארגז כלים גדול.,
4,4,It was a battered metal toolbox.,היה זה ארגז כלים מתכתי חבוט.,
4,5,"I found a T-shaped tool in the box. I didn't know what it was, but it looked useful...","בתוך הארגז מצאתי כלי בצורת T. לא הכרתי את הכלי, אך היה לו מראה שימושי...",
4,6,I'd found just what I wanted - a tool for lifting manhole covers.,מצאתי בדיוק את מה שחיפשתי - כלי להרמת מכסי ביוב.,
4,7,The toolbox didn't contain anything else I needed.,ארגז הכלים לא הכיל דברים נחוצים נוספים.,
4,8,Set into the huge gate was a smaller access door.,בתוך השער הענק נקבעה דלת גישה קטנה. ,
4,9,The door was securely locked.,הדלת היתה נעולה על מנעול ובריח.,
4,10,No reply. The old concierge must have been busy...,אין תגובה. השוער הזקן כנראה עסוק...,
4,11,Don't touch that phone!,לא לגעת בטלפון!,
4,12,Sorry...,סליחה...,
4,13,Hé! Clear off!,אה! קישטה!,
4,14,"Hé, what did I tell you?","אה, מה אמרתי לך?",
4,15,Don't touch!,לא לגעת!,
4,16,"Okay, already!",יאללה כבר!,
4,17,"Hé, stop that! Get away from there!","אה, תפסיק עם זה! תתרחק משם!",
4,18,What d'you think you're doing?,מה 'תה חושב ש'תה עושה?,
4,19,I was... admiring your toolbox.,אני... התפעלתי מארגז הכלים שלך.,
4,20,"Ah, oui? Had a good look, have you?","אה, ווי? הסתכלת טוב, אה?",
4,21,I'm warning you - if you touch it I'll crack your nut!,אני מזהיר אותך - אתה נוגע בזה אני מפצח לך את הראש!,
4,22,Okay! I get your point...,בסדר! הבנתי את הנקודה שלך...,
4,23,He hadn't heard me...,הוא לא שמע אותי...,
4,24,Hi.,הי.,
4,25,"You're the guy who gave me the tip, aren't you?","אתה הבחור שנתן לי את הטיפ, נכון?",
4,26,Huh?,אה?,
4,27,The racehorse - Salah-eh Dinn.,סוס המירוץ - צאלח א-דין.,
4,28,"Oh, yeah. But...","אה, כן. אבל...",
4,29,I put every franc I had on that horse.,שמתי את כל כספי על הסוס הזה.,
4,30,"Listen, I...","תקשיב, אני...",
4,31,"My life-time savings, next month's rent - everything.","החסכונות שלי, שכר הדירה לחודש הבא - הכול.",
4,32,"Oh, god.","הוי, אלוהים.",
4,33,She won by three lengths!,הוא ניצח בשלושה אורכים!,
4,34,I'm a rich man!,אני אדם עשיר!,
4,35,"Call me Lucky George, the punter's friend...","קרא לי ג'ורג' בר המזל, חבר המהמר...",
4,36,So how come you're still here?,אז למה אתה עדיין כאן?,
4,37,"Oh, I'm not going to let my new-found wealth change me, not one bit.","הו, לא אשנה את אורחות חיי, אף לא טיפה, חרף ההתעשרות המהירה.",
4,38,"I've bought this hole, fittings and all.","קניתי את החור הזה, מדידות והכול.",
4,39,Now I can come and go as I please.,עכשיו אני יכול ללכת ולבוא כרצוני.,
4,40,No more clocking on or completion schedules...,לא עוד שעון נוכחות או עמידה ביעדים.,
4,41,No foreman breathing down my neck...,לא עוד מנהל עבודה נושף בעורפי...,
4,42,"Thanks to you, I've found paradise.","תודות לך, אני חי את החלום.",
4,44,"Hey, you!","הי, אתה!",
4,45,Hi! Can you spare a few minutes?,הי! תוכל להקדיש לי מספר דקות?,
4,46,I thought you'd been arrested?,חשבתי שעצרו אותך?,
4,47,No. It was a misunderstanding.,לא. זו היתה אי הבנה מצערת.,
4,48,When he pulled that gun - cah! - I thought that was it.,כשהוא שלף את האקדח - חה! - חשבתי שזה הסוף.,
4,49,"Those automatics pack quite a punch, you know.","האוטומטיים האלה מחוררים אותך כמו מסננת, אתה יודע.",
4,50,He made a mistake. He thought I was a terrorist.,הוא עשה טעות. הוא חשב שאני מחבל.,
4,51,You? A terrorist? Ha!,אתה? מחבל? חה!,
4,52,"He was only doing his duty, I guess.","הוא בסך הכל עשה את העבודה שלו, אני מניח.",
4,53,What do you want now?,מה אתה רוצה עכשיו?,
4,54,Did you see a clown come by this way?,ראית ליצן עובר פה?,
4,55,A clown? Like in a circus?,ליצן? כמו בקרקס?,
4,56,Yeah. With make-up and a big red nose.,כן. עם איפור ואף אדום גדול.,
4,57,"Ho! Those guys are funny, aren't they?","הו! החבר'ה האלה מצחיקים, נכון?",
4,58,Not in my experience.,לי יש נסיון מר איתם.,
4,59,I love the circus - especially the horses.,אני אוהב קרקס - במיוחד את הסוסים.,
4,63,You haven't answered my question.,לא ענית על השאלה שלי.,
4,64,Have you seen a clown?,ראית ליצן?,
4,65,You think I've got time to watch everyone who passes by?,אתה חושב שיש לי זמן להסתכל על כל אחד שעובר כאן?,
4,66,Some of us have to work for a living.,חלק מאיתנו צריכים לעבוד בשביל להתפרנס.,
4,67,"Look, I know you're busy, but surely you'd have noticed a clown?","תראה, אני יודע שאתה עסוק, אבל בטוח שלא הבחנת בליצן?",
4,68,"I told you already, I didn't see a thing!","אמרתי לך כבר, לא ראיתי כלום!",
4,69,He was wearing multicolored baggy trousers and make-up!,הוא היה לבוש במכנסיים רחבות צבעוניות ומאופר כבדות!,
4,70,He'd be a poor sort of clown if he didn't...,הוא היה ליצן עלוב למדי אם הוא לא היה...,
4,71,Listen - I have to find that clown. He's a killer.,תקשיב - אני חייב למצוא את הליצן הזה. הוא רוצח.,
4,72,Why would I want to help the cops?,למה שאני אעזור למשטרה?,
4,73,Community spirit. Together we can combat crime and stuff.,רוח קהילתית. ביחד נילחם בפשע וכדומה.,
4,74,"Say, who are you anyhow? A cop?","תגיד, מי אתה בכלל? שוטר?",
4,75,"No, of course not. Do I look like a cop?","לא, כמובן שלא. אני נראה לך כמו שוטר?",
4,76,"Non, but you act like one, sticking your nose in where it's not wanted...","נון, אבל אתה מתנהג כמו שוטר, דוחף את האף שלך בעניינים לא לך...",
4,77,I guess not.,אני מניח שלא.,
4,78,How do you know this guy's a killer? Did you see him in action?,איך אתה יודע שהאיש הזה רוצח? ראית אותו בפעולה?,
4,80,I wondered what that bang was...! Any bodies?,תהיתי באמת מה זה היה הפיצוץ הזה...! יש גופות?,
4,81,Yeah. An old man was killed.,כן. איש מבוגר נהרג.,
4,82,Merde! I didn't think it was that serious. What about the waitress?,מרד! לא חלמתי שזה עד כדי כך רציני. מה שלום המלצרית?,
4,83,"Oh, she's fine.","אה, היא בסדר.",
4,84,Thank the saints!,ישתבח הבורא!,
4,85,The clown killed the old man?,הליצן רצח את הזקן?,
4,86,That's right. Blew him up with a bomb concealed in his squeeze-box.,נכון מאוד. פוצץ אותו לגזרים עם פצצה שהוטמנה בתוך תיבת אקורדיון.,
4,87,Merde! But why did he go to the bother of dressing up like a clown?,מרד! אבל למה לו לטרוח להתלבש כמו ליצן?,
