"חדר","אינדקס","מקור","תרגום","הערות"
"5.0","4.0","This shower is unique. It will give you all the hot water you want for two minutes, or all the ice water you want forever.","המקלחת הזו יחידה במינה. היא נותנת לך אינסוף מים חמים למשך שתי דקות, או אינסוף מים קפואים לנצח.",""
"5.0","5.0","The shower IS on!","המים זורמים!",""
"5.0","6.0","The shower IS Off!","המים אינם זורמים!",""
"5.0","7.0","The spigot is out of reach.","הברז אינו בהישג יד.",""
"5.0","8.0","Congratulations. Most players don't enter a shower while fully-clothed. You've just lost a point.","ברכות. רוב השחקנים אינם נכנסים למקלחת בלבוש מלא. הרגע הפסדת נקודה.",""
"5.0","9.0","You'd better unlock your locker first!","צריך קודם לפתוח את מנעול הארונית!",""
"5.0","10.0","You've been docked one point for leaving the shower running.","קוצצה לך נקודה על שהשארת את הברז במקלחת פתוח.",""
"5.0","11.0","There's no doubt that somewhere in your life you fell off a high porch and landed hard on your head!","אין כל ספק שבשלב מסויים בחייך נפלת ממרפסת גבוהה ונחתת ישר על הראש!",""
"5.0","12.0","Grown policemen don't climb on benches, Sonny.","שוטר מתבגר לא מטפס על ספסלים, בני.",""
"5.0","13.0","Your locker is too far away.","הארונית שלך רחוקה מדי.",""
"5.0","14.0","Your locker is closed.","הארונית שלך סגורה.",""
"5.0","15.0","This shower is already occupied. (And you're not that kind of boy!)","המקלחת תפוסה. (ואתה לא מהסוג הזה של האנשים!)",""
"5.0","16.0","Morris Fudley has worn out this shower!","מוריס פדלי סחט את המקלחת עד תומה!",""
"5.0","17.0","Aaah... there's nothing like a nice, hot shower!","אההה... אין כמו מקלחת חמה ונעימה!",""
"5.0","18.0","Sorry, but your crime-stopping just can't wait!","מצטערים, אך הלחימה בפשע אינה יכולה לחכות!",""
"5.0","19.0","You look at the ceiling and observe a lighting system that adequately illuminates the locker room. (Otherwise, it'd be dark in here!)","אתה מביט בתקרה ומזהה מערכת תאורה שמאירה כיאות את חדר ההלבשה. (אחרת, היה כאן חשוך!)",""
"5.0","20.0","You look down and note a very clean, blue-tiled floor.","אתה מפנה את מבטך למטה ושם לב כי הרצפה מרוצפת באריחים כחולים ונקיה למדי.",""
"5.0","21.0","Yuck!","איכס!",""
"5.0","22.0","""Hey! Somebody die in there?!""","""היי! מישהו מת שם?!""",""
"5.0","23.0","Hearing the sound of rustling paper, you accurately surmise this stall's occupant is concentrating deeply!","בשומעך את רשרוש הנייר, אתה מאבחן בדייקנות כי דייר בית הכיסא הזה שקוע עמוקות!",""
"5.0","24.0","Grunts and groans encourage you to leave this area!","אנחות וגניחות דוחקים בך לעזוב את השטח!",""
"5.0","25.0","From behind the door you hear the occupant whistling a familiar tune. At least he enjoys his handiwork.","מבעד לדלת אתה שומע את המשתכן שורק לעצמו מנגינה מוכרת. לפחות הוא נהנה ממעשה ידיו.",""
"5.0","26.0","A disgusted voice snaps back, ""Don't be so impatient!""","קול אחוז בחילה צועק בחזרה, ""למה אתה כל כך חסר סבלנות?""",""
"5.0","27.0","""Use the next stall! I'm giving birth to a sergeant in here!""","""תעבור לשירותים הבא! אני ממליט כאן סמל!""",""
"5.0","28.0","""I'd love to visit with you, Sonny, but there just isn't enough room in here for both of us!""","""הייתי שמח לקבל ממך ביקור, בני, אולם אין פה מספיק מקום לשנינו!""",""
"5.0","29.0","""I'm taking time out from any discussions right now, buddy boy!""","""אני לוקח פסק זמן מדיוני סרק כרגע, חבוב!""",""
"5.0","30.0","You see uniform trousers crumpled on the floor around a pair of bare legs, and conclude the stall is occupied.","אתה רואה מכנסי מדים מופשלים על הרצפה מסביב לזוג רגלים חשופות, ומסיק שתא השירותים תפוס.",""
"5.0","31.0","The Lytton PD locker room has two rows of full-sized, double-stacked lockers with a bench between them, two showers, and three toilet stalls.","בחדר ההלבשה של משטרת לייטון ישנם שתי שורות של ארוניות כפולות בגודל מלא עם ספסל ביניהם, שתי מקלחות, ושלושה תאי נוחיות.",""
"5.0","32.0","If you had any points, you would have lost them for leaving the shower running. Remember, Sonny, ""waste not, want not!""","אם היו לך נקודות כלשהן, איבדת אותן בגלל שהשארת את הברז פתוח. זכור, בני, ""במים חסכת, אותנו ריגשת!""",""
"5.0","33.0","Don't you feel foolish standing in the shower fully clothed? If you had any points, you'd have lost some for this!","אתה לא מרגיש טמבל לעמוד תחת הזרם בלבוש מלא? אם היו לך נקודות, איבדת אותן רק בגלל זה!",""
"5.0","34.0","That would be best done in the shower.","עדיף לעשות את זה במקלחת.",""
"5.0","35.0","Good idea!","רעיון נהדר!",""
"5.0","36.0","At last, you'll find out if blondes really have more fun!","סוף סוף תגלה האם בלונדיניות באמת נהנות יותר!",""
"5.0","37.0","One of these all-metal, double-stacked lockers is assigned to you. Finding it is up to you.","אחת מארוניות המתכת הכפולות האלה הוקצתה לשימושך. המשימה שלך היא למצוא אותה.",""
"5.0","38.0","You carefully pour the bleach on your hair. Now what?","אתה יוצק את חומר ההבהרה על שיערך. מה עכשיו?",""
"5.0","39.0","","",""
"5.0","40.0","What are you going to rinse out?","את מה אתה הולך לשטוף?",""
"5.0","41.0","Your hair is wet.","השיער שלך רטוב.",""
"5.0","42.0","With great anticipation, you carefully rinse the bleach from your hair.","בציפייה גדולה, אתה שוטף בזהירות את חומר ההבהרה משיערך.",""
"5.0","43.0","Aaahhh! That feels good.","אההההה! איזו הרגשה נעימה.",""
"5.0","44.0","Pervert!","סוטה!",""
"5.0","45.0","""Strangers in the night, la da de dee dah...""","""זרים בלילה, לה דה די די דה...""",""
"6.0","1.0","Around the hallway is a key board, a table holding radio extenders, a photograph on the far wall, and a barred window to the evidence room.","בהמשך המסדרון נצפים לוח מפתחות, שולחן עם מכשירי קשר, תמונה על הקיר, וחלון מסורג לחדר הראיות.",""
"6.0","2.0","The table holds hand-held radio extenders that work in conjunction with your police car radio, when you are not near your patrol car.","על השולחן מסודרים מכשירי קשר ידניים שפועלים במשולב עם מערכת הקשר בניידות, למקרה שהשוטר אינו ברכב הסיור.",""
"6.0","3.0","This key board holds the keys to the squad cars that are presently operable.","על לוח המפתחות תלויים מפתחות לניידות המשטרה אשר פעילות כרגע מבחינה מבצעית.",""
"6.0","4.0","This the most recent photograph of Lytton's Chief of Police Randolph ""Brown Nose"" Whipplestick. Appointed to the department only ten years ago, ""Ol' B. N."" rapidly manipulated his way to the top.","זוהי תמונה עדכנית של מפכ""ל משטרת לייטון רנדולף ""אף חום"" וויפלסטיק. ""א. ח. קשישא"" הגיע למחלקה רק לפני עשר שנים, ובמהירות תמרן את דרכו לראש הצמרת.","brown nose זה חנפן. אולי עדיף לתרגם את זה ל""מלחך פנככה"", ול-מ.פ בהתאם?
ככה זה גם מתורגם לשפה יפה וגם שומר על כוונת המקור
מלחך פנכה זה משרת, לא מישהו שבדרגה גבוהה ממך. אולי ""דוחף אפים"" או משהו כזה?
אם לא חשוב לשמור על עברית יפה, אפשר גם ""מלקק תחת"""
"6.0","5.0","On the far wall is a photograph of Chief Whipplestick. On another wall, you see a key board.","על הקיר ממול ממוסגרת תמונה של המפכ""ל וויפלסטיק. על קיר נוסף, אתה רואה לוח מפתחות.",""
"6.0","6.0","Good cops don't take city property without permission. Besides, what kind of nut would want the Chief's ugly face?","שוטרים טובים לא לוקחים רכוש עירוני ללא אישור. וחוץ מזה, מי המטומטם שירצה את הפרצוף המכוער של המפכ""ל?",""
"6.0","7.0","That thing is screwed into the wall so tight, it would take you half a shift to remove it!","הדבר הזה מוברג לקיר כל כך חזק, שיקח לך חצי משמרת להוריד אותו!",""
"6.0","8.0","Come on. You only need one!","בחייך. אתה צריך רק אחד!",""
"6.0","9.0","You pick up a squelchy, noisy, but workable extender.","אתה מרים מכשיר קשר מצווח ומרעיש, אך עובד.",""
"6.0","10.0","You look down and note a very clean, gray-tiled floor.","אתה מביט למטה ורואה רצפה אפורה, מצוחצחת ומבריקה.",""
"6.0","11.0","Whew! At least you have enough time to change clothes before briefing!","וואו! לפחות יש לך מספיק זמן להחליף בגדים לפני התדריך!",""
"6.0","12.0","Why would you need a radio extender when you're off duty?","למה את צריך מכשיר קשר כשאתה לא במשמרת?",""
"6.0","13.0","A radio extender is too bulky to carry on an undercover assignment.","מכשיר קשר זה דבר מגושם מדי למשימה חשאית.",""
"6.0","14.0","You imagine that Russ must feel like a prisoner inside the tiny, evidence lockup.","אתה מדמיין כיצד ראס מרגיש בכלא בתוך חדרון הראיות הפצפון.",""
"6.0","15.0","You return your radio extender to the recharge stand.","אתה מחזיר את מכשיר הקשר לעמדת הטעינה.",""
"6.0","16.0","Fluorescent lights illuminate the hallway.","מנורות פלורוסנט מאירות את המסדרון.",""
"6.0","17.0","You can't drive two cars at once.","אינך יכול לנהוג בשני רכבים בעת ובעונה אחת.",""
"6.0","18.0","You take the patrol car's keys from the key board.","אתה נוטל את מפתחות הניידת מלוח המפתחות.",""
"6.0","19.0","""We lock it up, not give it out.""","""אנחנו מרכז אבטחה, לא מרכז חלוקה.""",""
"6.0","20.0","The evidence lockup is operated by officer ""Russ Dinkle.""","חדר הראיות מנוהל על ידי השוטר ""ראס דינקל.""",""
"6.0","21.0","You hang the keys on the key board.","אתה תולה את המפתחות על לוח המפתחות.",""
"6.0","22.0","""Hi, Sonny,"" says Russ. ""What do you need?""","""הי, בני,"" מפטיר רוס. ""מה אתה צריך?""",""
"6.0","23.0","""Sonny, you should have seen Sgt. Dooley when he first discovered that chicken! He threw a screaming fit and wanted the Lieutenant to dust for prints.""","""בני היית צריך לראות את סמל דולי כשהוא גילה לראשונה את התרנגולת! הוא חטף התקפת עצבים ודרש מהמפקח לקחת טביעת אצבעות.""",""
"6.0","24.0","""If that 'Gremlin' keeps messing with me,"" says Sgt. Dooley, ""I'm going to notify Internal Affairs to start an investigation!""","""אם ה'גרמלין' הזה ממשיך להתעסק איתי,"" אומר סמל דולי, ""אני מודיע למח""ש שיפתחו בחקירה!""",""
"6.0","25.0","""When I find out who the little weasel is,"" says Sgt. Dooley, ""you'd better believe that he or she will be walking a footbeat from the river all the way to Joe's Junkyard!""","""כשאני אגלה מי הנוכל הקטן,"" אומר סמל דולי, ""תאמין לי שהוא או היא יקבלו את המקוף שמשתרע מהנהר, עד חצר הגרוטאות של ג'ו!""",""
"6.0","26.0","Walking out on Sgt. Dooley's words of wisdom is unwise! You are hereby found guilty of ""Contempt of Dooley.""","אין זה מן התבונה לצאת באמצע דברי החוכמה של סמל דולי! נמצאת אשם ב""זילות דולי.""",""
"6.0","27.0","It sure clears out quick around here.","אין ספק שהשטח פה מתפנה במהירות.",""
"6.0","28.0","""Look at Dooley! The man has gone berserk! I thought that new desk decoration was rather comical.""","""תראה את דולי! הבן אדם השתגע על כל הראש! חשבתי שעיצוב השולחן החדש שלו דווקא די מצחיק.""",""
